,sample_idB,id,year,date,hour,sample_id,X,burst_,x1_,x2_,y1_,y2_,sl_,direction_p,ta_,t1_,t2_,dt_,tod_end_,distance
7360,191 2021-06-29 night,191,2021,2021-06-29,1,191 2021-06-29 1,191 2021-06-29 night.5,5,438348.9149,438442.4698,5519709.532,5519776.292,114.9319254,0.619785414,-0.939579342,2021-06-29 21:03,2021-06-29 22:03,59.46666667,day,114.9319254
7361,191 2021-06-29 night,191,2021,2021-06-29,19,191 2021-06-29 19,191 2021-06-29 night.2,1,438443.9083,438352.6381,5519776.275,5519720.609,106.9063305,-2.593921283,3.102403081,2021-06-29 1:00,2021-06-29 2:00,59.55,night,106.9063305
7362,191 2021-06-29 night,191,2021,2021-06-29,19,191 2021-06-29 19,191 2021-06-29 night.3,1,438352.6381,438344.6938,5519720.609,5519780.745,60.65790272,1.702143404,-1.987120621,2021-06-29 2:00,2021-06-29 3:01,60.8,night,60.65790272
7363,191 2021-06-29 night,191,2021,2021-06-29,19,191 2021-06-29 19,191 2021-06-29 night.4,5,438348.9022,438348.9149,5519708.42,5519709.532,1.111864233,1.559364756,NA,2021-06-29 20:03,2021-06-29 21:03,60.61666667,day,1.111864233
7364,191 2021-06-29 night,191,2021,2021-06-29,19,191 2021-06-29 19,191 2021-06-29 night.1,1,438351.8554,438443.9083,5519715.058,5519776.275,110.5497711,0.586860944,NA,2021-06-29 0:00,2021-06-29 1:00,59.9,night,110.5497711
7365,191 2021-06-29 night,191,2021,2021-06-29,19,191 2021-06-29 19,191 2021-06-29 night.6,5,438442.4698,438350.3788,5519776.292,5519711.739,112.462263,-2.530221779,3.133178115,2021-06-29 22:03,2021-06-29 23:02,59.13333333,day,112.462263
7366,191 2021-06-29 night,191,2021,2021-06-29,19,191 2021-06-29 19,191 2021-06-29 night.5,5,438348.9149,438442.4698,5519709.532,5519776.292,114.9319254,0.619785414,-0.939579342,2021-06-29 21:03,2021-06-29 22:03,59.46666667,day,114.9319254
7367,191 2021-06-29 night,191,2021,2021-06-29,20,191 2021-06-29 20,191 2021-06-29 night.2,1,438443.9083,438352.6381,5519776.275,5519720.609,106.9063305,-2.593921283,3.102403081,2021-06-29 1:00,2021-06-29 2:00,59.55,night,106.9063305
7368,191 2021-06-29 night,191,2021,2021-06-29,20,191 2021-06-29 20,191 2021-06-29 night.3,1,438352.6381,438344.6938,5519720.609,5519780.745,60.65790272,1.702143404,-1.987120621,2021-06-29 2:00,2021-06-29 3:01,60.8,night,60.65790272
7369,191 2021-06-29 night,191,2021,2021-06-29,20,191 2021-06-29 20,191 2021-06-29 night.4,5,438348.9022,438348.9149,5519708.42,5519709.532,1.111864233,1.559364756,NA,2021-06-29 20:03,2021-06-29 21:03,60.61666667,day,1.111864233
7370,191 2021-06-29 night,191,2021,2021-06-29,20,191 2021-06-29 20,191 2021-06-29 night.1,1,438351.8554,438443.9083,5519715.058,5519776.275,110.5497711,0.586860944,NA,2021-06-29 0:00,2021-06-29 1:00,59.9,night,110.5497711
7371,191 2021-06-29 night,191,2021,2021-06-29,20,191 2021-06-29 20,191 2021-06-29 night.6,5,438442.4698,438350.3788,5519776.292,5519711.739,112.462263,-2.530221779,3.133178115,2021-06-29 22:03,2021-06-29 23:02,59.13333333,day,112.462263
7372,191 2021-06-29 night,191,2021,2021-06-29,20,191 2021-06-29 20,191 2021-06-29 night.5,5,438348.9149,438442.4698,5519709.532,5519776.292,114.9319254,0.619785414,-0.939579342,2021-06-29 21:03,2021-06-29 22:03,59.46666667,day,114.9319254
7373,191 2021-06-29 night,191,2021,2021-06-29,4,191 2021-06-29 4,191 2021-06-29 night.2,1,438443.9083,438352.6381,5519776.275,5519720.609,106.9063305,-2.593921283,3.102403081,2021-06-29 1:00,2021-06-29 2:00,59.55,night,106.9063305
7374,191 2021-06-29 night,191,2021,2021-06-29,4,191 2021-06-29 4,191 2021-06-29 night.3,1,438352.6381,438344.6938,5519720.609,5519780.745,60.65790272,1.702143404,-1.987120621,2021-06-29 2:00,2021-06-29 3:01,60.8,night,60.65790272
7375,191 2021-06-29 night,191,2021,2021-06-29,4,191 2021-06-29 4,191 2021-06-29 night.4,5,438348.9022,438348.9149,5519708.42,5519709.532,1.111864233,1.559364756,NA,2021-06-29 20:03,2021-06-29 21:03,60.61666667,day,1.111864233
7376,191 2021-06-29 night,191,2021,2021-06-29,4,191 2021-06-29 4,191 2021-06-29 night.1,1,438351.8554,438443.9083,5519715.058,5519776.275,110.5497711,0.586860944,NA,2021-06-29 0:00,2021-06-29 1:00,59.9,night,110.5497711
7377,191 2021-06-29 night,191,2021,2021-06-29,4,191 2021-06-29 4,191 2021-06-29 night.6,5,438442.4698,438350.3788,5519776.292,5519711.739,112.462263,-2.530221779,3.133178115,2021-06-29 22:03,2021-06-29 23:02,59.13333333,day,112.462263
7378,191 2021-06-29 night,191,2021,2021-06-29,4,191 2021-06-29 4,191 2021-06-29 night.5,5,438348.9149,438442.4698,5519709.532,5519776.292,114.9319254,0.619785414,-0.939579342,2021-06-29 21:03,2021-06-29 22:03,59.46666667,day,114.9319254
7379,191 2021-06-29 night,191,2021,2021-06-29,22,191 2021-06-29 22,191 2021-06-29 night.2,1,438443.9083,438352.6381,5519776.275,5519720.609,106.9063305,-2.593921283,3.102403081,2021-06-29 1:00,2021-06-29 2:00,59.55,night,106.9063305
7380,191 2021-06-29 night,191,2021,2021-06-29,22,191 2021-06-29 22,191 2021-06-29 night.3,1,438352.6381,438344.6938,5519720.609,5519780.745,60.65790272,1.702143404,-1.987120621,2021-06-29 2:00,2021-06-29 3:01,60.8,night,60.65790272
7381,191 2021-06-29 night,191,2021,2021-06-29,22,191 2021-06-29 22,191 2021-06-29 night.4,5,438348.9022,438348.9149,5519708.42,5519709.532,1.111864233,1.559364756,NA,2021-06-29 20:03,2021-06-29 21:03,60.61666667,day,1.111864233
7382,191 2021-06-29 night,191,2021,2021-06-29,22,191 2021-06-29 22,191 2021-06-29 night.1,1,438351.8554,438443.9083,5519715.058,5519776.275,110.5497711,0.586860944,NA,2021-06-29 0:00,2021-06-29 1:00,59.9,night,110.5497711
7383,191 2021-06-29 night,191,2021,2021-06-29,22,191 2021-06-29 22,191 2021-06-29 night.6,5,438442.4698,438350.3788,5519776.292,5519711.739,112.462263,-2.530221779,3.133178115,2021-06-29 22:03,2021-06-29 23:02,59.13333333,day,112.462263
7384,191 2021-06-29 night,191,2021,2021-06-29,22,191 2021-06-29 22,191 2021-06-29 night.5,5,438348.9149,438442.4698,5519709.532,5519776.292,114.9319254,0.619785414,-0.939579342,2021-06-29 21:03,2021-06-29 22:03,59.46666667,day,114.9319254
7385,191 2021-06-29 night,191,2021,2021-06-29,3,191 2021-06-29 3,191 2021-06-29 night.2,1,438443.9083,438352.6381,5519776.275,5519720.609,106.9063305,-2.593921283,3.102403081,2021-06-29 1:00,2021-06-29 2:00,59.55,night,106.9063305
7386,191 2021-06-29 night,191,2021,2021-06-29,3,191 2021-06-29 3,191 2021-06-29 night.3,1,438352.6381,438344.6938,5519720.609,5519780.745,60.65790272,1.702143404,-1.987120621,2021-06-29 2:00,2021-06-29 3:01,60.8,night,60.65790272
7387,191 2021-06-29 night,191,2021,2021-06-29,3,191 2021-06-29 3,191 2021-06-29 night.4,5,438348.9022,438348.9149,5519708.42,5519709.532,1.111864233,1.559364756,NA,2021-06-29 20:03,2021-06-29 21:03,60.61666667,day,1.111864233
7388,191 2021-06-29 night,191,2021,2021-06-29,3,191 2021-06-29 3,191 2021-06-29 night.1,1,438351.8554,438443.9083,5519715.058,5519776.275,110.5497711,0.586860944,NA,2021-06-29 0:00,2021-06-29 1:00,59.9,night,110.5497711
7389,191 2021-06-29 night,191,2021,2021-06-29,3,191 2021-06-29 3,191 2021-06-29 night.6,5,438442.4698,438350.3788,5519776.292,5519711.739,112.462263,-2.530221779,3.133178115,2021-06-29 22:03,2021-06-29 23:02,59.13333333,day,112.462263
7390,191 2021-06-29 night,191,2021,2021-06-29,3,191 2021-06-29 3,191 2021-06-29 night.5,5,438348.9149,438442.4698,5519709.532,5519776.292,114.9319254,0.619785414,-0.939579342,2021-06-29 21:03,2021-06-29 22:03,59.46666667,day,114.9319254
7391,191 2021-06-29 night,191,2021,2021-06-29,2,191 2021-06-29 2,191 2021-06-29 night.2,1,438443.9083,438352.6381,5519776.275,5519720.609,106.9063305,-2.593921283,3.102403081,2021-06-29 1:00,2021-06-29 2:00,59.55,night,106.9063305
7392,191 2021-06-29 night,191,2021,2021-06-29,2,191 2021-06-29 2,191 2021-06-29 night.3,1,438352.6381,438344.6938,5519720.609,5519780.745,60.65790272,1.702143404,-1.987120621,2021-06-29 2:00,2021-06-29 3:01,60.8,night,60.65790272
7393,191 2021-06-29 night,191,2021,2021-06-29,2,191 2021-06-29 2,191 2021-06-29 night.4,5,438348.9022,438348.9149,5519708.42,5519709.532,1.111864233,1.559364756,NA,2021-06-29 20:03,2021-06-29 21:03,60.61666667,day,1.111864233
7394,191 2021-06-29 night,191,2021,2021-06-29,2,191 2021-06-29 2,191 2021-06-29 night.1,1,438351.8554,438443.9083,5519715.058,5519776.275,110.5497711,0.586860944,NA,2021-06-29 0:00,2021-06-29 1:00,59.9,night,110.5497711
7395,191 2021-06-29 night,191,2021,2021-06-29,2,191 2021-06-29 2,191 2021-06-29 night.6,5,438442.4698,438350.3788,5519776.292,5519711.739,112.462263,-2.530221779,3.133178115,2021-06-29 22:03,2021-06-29 23:02,59.13333333,day,112.462263
7396,191 2021-06-29 night,191,2021,2021-06-29,2,191 2021-06-29 2,191 2021-06-29 night.5,5,438348.9149,438442.4698,5519709.532,5519776.292,114.9319254,0.619785414,-0.939579342,2021-06-29 21:03,2021-06-29 22:03,59.46666667,day,114.9319254
7397,191 2021-06-29 night,191,2021,2021-06-29,5,191 2021-06-29 5,191 2021-06-29 night.2,1,438443.9083,438352.6381,5519776.275,5519720.609,106.9063305,-2.593921283,3.102403081,2021-06-29 1:00,2021-06-29 2:00,59.55,night,106.9063305
7398,191 2021-06-29 night,191,2021,2021-06-29,5,191 2021-06-29 5,191 2021-06-29 night.3,1,438352.6381,438344.6938,5519720.609,5519780.745,60.65790272,1.702143404,-1.987120621,2021-06-29 2:00,2021-06-29 3:01,60.8,night,60.65790272
7399,191 2021-06-29 night,191,2021,2021-06-29,5,191 2021-06-29 5,191 2021-06-29 night.4,5,438348.9022,438348.9149,5519708.42,5519709.532,1.111864233,1.559364756,NA,2021-06-29 20:03,2021-06-29 21:03,60.61666667,day,1.111864233
7400,191 2021-06-29 night,191,2021,2021-06-29,5,191 2021-06-29 5,191 2021-06-29 night.1,1,438351.8554,438443.9083,5519715.058,5519776.275,110.5497711,0.586860944,NA,2021-06-29 0:00,2021-06-29 1:00,59.9,night,110.5497711
7401,191 2021-06-29 night,191,2021,2021-06-29,5,191 2021-06-29 5,191 2021-06-29 night.6,5,438442.4698,438350.3788,5519776.292,5519711.739,112.462263,-2.530221779,3.133178115,2021-06-29 22:03,2021-06-29 23:02,59.13333333,day,112.462263
7402,191 2021-06-29 night,191,2021,2021-06-29,5,191 2021-06-29 5,191 2021-06-29 night.5,5,438348.9149,438442.4698,5519709.532,5519776.292,114.9319254,0.619785414,-0.939579342,2021-06-29 21:03,2021-06-29 22:03,59.46666667,day,114.9319254
7403,191 2021-06-30 day,191,2021,2021-06-30,17,191 2021-06-30 17,191 2021-06-30 day.1,10,438350.3915,438349.6468,5519712.851,5519710.636,2.337162519,-1.895062199,NA,2021-06-30 16:17,2021-06-30 17:17,59.46666667,day,2.337162519
7404,191 2021-06-30 day,191,2021,2021-06-30,17,191 2021-06-30 17,191 2021-06-30 day.2,10,438349.6468,438443.9083,5519710.636,5519776.275,114.8640722,0.608275432,2.503337631,2021-06-30 17:17,2021-06-30 18:16,59.56666667,day,114.8640722
7405,191 2021-06-30 day,191,2021,2021-06-30,14,191 2021-06-30 14,191 2021-06-30 day.1,10,438350.3915,438349.6468,5519712.851,5519710.636,2.337162519,-1.895062199,NA,2021-06-30 16:17,2021-06-30 17:17,59.46666667,day,2.337162519
7406,191 2021-06-30 day,191,2021,2021-06-30,14,191 2021-06-30 14,191 2021-06-30 day.2,10,438349.6468,438443.9083,5519710.636,5519776.275,114.8640722,0.608275432,2.503337631,2021-06-30 17:17,2021-06-30 18:16,59.56666667,day,114.8640722
7407,191 2021-06-30 day,191,2021,2021-06-30,9,191 2021-06-30 9,191 2021-06-30 day.1,10,438350.3915,438349.6468,5519712.851,5519710.636,2.337162519,-1.895062199,NA,2021-06-30 16:17,2021-06-30 17:17,59.46666667,day,2.337162519
7408,191 2021-06-30 day,191,2021,2021-06-30,9,191 2021-06-30 9,191 2021-06-30 day.2,10,438349.6468,438443.9083,5519710.636,5519776.275,114.8640722,0.608275432,2.503337631,2021-06-30 17:17,2021-06-30 18:16,59.56666667,day,114.8640722
7409,191 2021-06-30 day,191,2021,2021-06-30,11,191 2021-06-30 11,191 2021-06-30 day.1,10,438350.3915,438349.6468,5519712.851,5519710.636,2.337162519,-1.895062199,NA,2021-06-30 16:17,2021-06-30 17:17,59.46666667,day,2.337162519
7410,191 2021-06-30 day,191,2021,2021-06-30,11,191 2021-06-30 11,191 2021-06-30 day.2,10,438349.6468,438443.9083,5519710.636,5519776.275,114.8640722,0.608275432,2.503337631,2021-06-30 17:17,2021-06-30 18:16,59.56666667,day,114.8640722
7411,191 2021-06-30 day,191,2021,2021-06-30,8,191 2021-06-30 8,191 2021-06-30 day.1,10,438350.3915,438349.6468,5519712.851,5519710.636,2.337162519,-1.895062199,NA,2021-06-30 16:17,2021-06-30 17:17,59.46666667,day,2.337162519
7412,191 2021-06-30 day,191,2021,2021-06-30,8,191 2021-06-30 8,191 2021-06-30 day.2,10,438349.6468,438443.9083,5519710.636,5519776.275,114.8640722,0.608275432,2.503337631,2021-06-30 17:17,2021-06-30 18:16,59.56666667,day,114.8640722
7413,191 2021-06-30 day,191,2021,2021-06-30,12,191 2021-06-30 12,191 2021-06-30 day.1,10,438350.3915,438349.6468,5519712.851,5519710.636,2.337162519,-1.895062199,NA,2021-06-30 16:17,2021-06-30 17:17,59.46666667,day,2.337162519
7414,191 2021-06-30 day,191,2021,2021-06-30,12,191 2021-06-30 12,191 2021-06-30 day.2,10,438349.6468,438443.9083,5519710.636,5519776.275,114.8640722,0.608275432,2.503337631,2021-06-30 17:17,2021-06-30 18:16,59.56666667,day,114.8640722
7415,191 2021-06-30 day,191,2021,2021-06-30,15,191 2021-06-30 15,191 2021-06-30 day.1,10,438350.3915,438349.6468,5519712.851,5519710.636,2.337162519,-1.895062199,NA,2021-06-30 16:17,2021-06-30 17:17,59.46666667,day,2.337162519
7416,191 2021-06-30 day,191,2021,2021-06-30,15,191 2021-06-30 15,191 2021-06-30 day.2,10,438349.6468,438443.9083,5519710.636,5519776.275,114.8640722,0.608275432,2.503337631,2021-06-30 17:17,2021-06-30 18:16,59.56666667,day,114.8640722
7417,191 2021-06-30 day,191,2021,2021-06-30,18,191 2021-06-30 18,191 2021-06-30 day.1,10,438350.3915,438349.6468,5519712.851,5519710.636,2.337162519,-1.895062199,NA,2021-06-30 16:17,2021-06-30 17:17,59.46666667,day,2.337162519
7418,191 2021-06-30 day,191,2021,2021-06-30,18,191 2021-06-30 18,191 2021-06-30 day.2,10,438349.6468,438443.9083,5519710.636,5519776.275,114.8640722,0.608275432,2.503337631,2021-06-30 17:17,2021-06-30 18:16,59.56666667,day,114.8640722
7419,191 2021-06-30 day,191,2021,2021-06-30,10,191 2021-06-30 10,191 2021-06-30 day.1,10,438350.3915,438349.6468,5519712.851,5519710.636,2.337162519,-1.895062199,NA,2021-06-30 16:17,2021-06-30 17:17,59.46666667,day,2.337162519
7420,191 2021-06-30 day,191,2021,2021-06-30,10,191 2021-06-30 10,191 2021-06-30 day.2,10,438349.6468,438443.9083,5519710.636,5519776.275,114.8640722,0.608275432,2.503337631,2021-06-30 17:17,2021-06-30 18:16,59.56666667,day,114.8640722
7421,191 2021-06-30 day,191,2021,2021-06-30,6,191 2021-06-30 6,191 2021-06-30 day.1,10,438350.3915,438349.6468,5519712.851,5519710.636,2.337162519,-1.895062199,NA,2021-06-30 16:17,2021-06-30 17:17,59.46666667,day,2.337162519
7422,191 2021-06-30 day,191,2021,2021-06-30,6,191 2021-06-30 6,191 2021-06-30 day.2,10,438349.6468,438443.9083,5519710.636,5519776.275,114.8640722,0.608275432,2.503337631,2021-06-30 17:17,2021-06-30 18:16,59.56666667,day,114.8640722
7423,191 2021-06-30 day,191,2021,2021-06-30,16,191 2021-06-30 16,191 2021-06-30 day.1,10,438350.3915,438349.6468,5519712.851,5519710.636,2.337162519,-1.895062199,NA,2021-06-30 16:17,2021-06-30 17:17,59.46666667,day,2.337162519
7424,191 2021-06-30 day,191,2021,2021-06-30,16,191 2021-06-30 16,191 2021-06-30 day.2,10,438349.6468,438443.9083,5519710.636,5519776.275,114.8640722,0.608275432,2.503337631,2021-06-30 17:17,2021-06-30 18:16,59.56666667,day,114.8640722
7425,191 2021-06-30 day,191,2021,2021-06-30,13,191 2021-06-30 13,191 2021-06-30 day.1,10,438350.3915,438349.6468,5519712.851,5519710.636,2.337162519,-1.895062199,NA,2021-06-30 16:17,2021-06-30 17:17,59.46666667,day,2.337162519
7426,191 2021-06-30 day,191,2021,2021-06-30,13,191 2021-06-30 13,191 2021-06-30 day.2,10,438349.6468,438443.9083,5519710.636,5519776.275,114.8640722,0.608275432,2.503337631,2021-06-30 17:17,2021-06-30 18:16,59.56666667,day,114.8640722
7427,191 2021-06-30 day,191,2021,2021-06-30,7,191 2021-06-30 7,191 2021-06-30 day.1,10,438350.3915,438349.6468,5519712.851,5519710.636,2.337162519,-1.895062199,NA,2021-06-30 16:17,2021-06-30 17:17,59.46666667,day,2.337162519
7428,191 2021-06-30 day,191,2021,2021-06-30,7,191 2021-06-30 7,191 2021-06-30 day.2,10,438349.6468,438443.9083,5519710.636,5519776.275,114.8640722,0.608275432,2.503337631,2021-06-30 17:17,2021-06-30 18:16,59.56666667,day,114.8640722
7429,191 2021-06-30 night,191,2021,2021-06-30,23,191 2021-06-30 23,191 2021-06-30 night.3,4,438187.6996,438349.6723,5519764.751,5519712.859,170.0818559,-0.310039185,NA,2021-06-30 19:01,2021-06-30 20:01,60.48333333,day,170.0818559
7430,191 2021-06-30 night,191,2021,2021-06-30,23,191 2021-06-30 23,191 2021-06-30 night.4,4,438349.6723,438350.3661,5519712.859,5519710.628,2.337162519,-1.269393205,-0.95935402,2021-06-30 20:01,2021-06-30 21:00,59.05,day,2.337162519
7431,191 2021-06-30 night,191,2021,2021-06-30,23,191 2021-06-30 23,191 2021-06-30 night.1,1,438446.4254,438446.4762,5519870.761,5519875.208,4.447457417,1.559382245,NA,2021-06-30 0:00,2021-06-30 1:00,59.6,night,4.447457417
7432,191 2021-06-30 night,191,2021,2021-06-30,23,191 2021-06-30 23,191 2021-06-30 night.2,1,438446.4762,438447.1954,5519875.208,5519875.2,0.719255594,-0.01141402,-1.570796265,2021-06-30 1:00,2021-06-30 2:00,60.08333333,night,0.719255594
7433,191 2021-06-30 night,191,2021,2021-06-30,0,191 2021-06-30 0,191 2021-06-30 night.3,4,438187.6996,438349.6723,5519764.751,5519712.859,170.0818559,-0.310039185,NA,2021-06-30 19:01,2021-06-30 20:01,60.48333333,day,170.0818559
7434,191 2021-06-30 night,191,2021,2021-06-30,0,191 2021-06-30 0,191 2021-06-30 night.4,4,438349.6723,438350.3661,5519712.859,5519710.628,2.337162519,-1.269393205,-0.95935402,2021-06-30 20:01,2021-06-30 21:00,59.05,day,2.337162519
7435,191 2021-06-30 night,191,2021,2021-06-30,0,191 2021-06-30 0,191 2021-06-30 night.1,1,438446.4254,438446.4762,5519870.761,5519875.208,4.447457417,1.559382245,NA,2021-06-30 0:00,2021-06-30 1:00,59.6,night,4.447457417
7436,191 2021-06-30 night,191,2021,2021-06-30,0,191 2021-06-30 0,191 2021-06-30 night.2,1,438446.4762,438447.1954,5519875.208,5519875.2,0.719255594,-0.01141402,-1.570796265,2021-06-30 1:00,2021-06-30 2:00,60.08333333,night,0.719255594
7437,191 2021-06-30 night,191,2021,2021-06-30,5,191 2021-06-30 5,191 2021-06-30 night.3,4,438187.6996,438349.6723,5519764.751,5519712.859,170.0818559,-0.310039185,NA,2021-06-30 19:01,2021-06-30 20:01,60.48333333,day,170.0818559
7438,191 2021-06-30 night,191,2021,2021-06-30,5,191 2021-06-30 5,191 2021-06-30 night.4,4,438349.6723,438350.3661,5519712.859,5519710.628,2.337162519,-1.269393205,-0.95935402,2021-06-30 20:01,2021-06-30 21:00,59.05,day,2.337162519
7439,191 2021-06-30 night,191,2021,2021-06-30,5,191 2021-06-30 5,191 2021-06-30 night.1,1,438446.4254,438446.4762,5519870.761,5519875.208,4.447457417,1.559382245,NA,2021-06-30 0:00,2021-06-30 1:00,59.6,night,4.447457417
7440,191 2021-06-30 night,191,2021,2021-06-30,5,191 2021-06-30 5,191 2021-06-30 night.2,1,438446.4762,438447.1954,5519875.208,5519875.2,0.719255594,-0.01141402,-1.570796265,2021-06-30 1:00,2021-06-30 2:00,60.08333333,night,0.719255594
7441,191 2021-06-30 night,191,2021,2021-06-30,3,191 2021-06-30 3,191 2021-06-30 night.3,4,438187.6996,438349.6723,5519764.751,5519712.859,170.0818559,-0.310039185,NA,2021-06-30 19:01,2021-06-30 20:01,60.48333333,day,170.0818559
7442,191 2021-06-30 night,191,2021,2021-06-30,3,191 2021-06-30 3,191 2021-06-30 night.4,4,438349.6723,438350.3661,5519712.859,5519710.628,2.337162519,-1.269393205,-0.95935402,2021-06-30 20:01,2021-06-30 21:00,59.05,day,2.337162519
7443,191 2021-06-30 night,191,2021,2021-06-30,3,191 2021-06-30 3,191 2021-06-30 night.1,1,438446.4254,438446.4762,5519870.761,5519875.208,4.447457417,1.559382245,NA,2021-06-30 0:00,2021-06-30 1:00,59.6,night,4.447457417
7444,191 2021-06-30 night,191,2021,2021-06-30,3,191 2021-06-30 3,191 2021-06-30 night.2,1,438446.4762,438447.1954,5519875.208,5519875.2,0.719255594,-0.01141402,-1.570796265,2021-06-30 1:00,2021-06-30 2:00,60.08333333,night,0.719255594
7445,191 2021-06-30 night,191,2021,2021-06-30,19,191 2021-06-30 19,191 2021-06-30 night.3,4,438187.6996,438349.6723,5519764.751,5519712.859,170.0818559,-0.310039185,NA,2021-06-30 19:01,2021-06-30 20:01,60.48333333,day,170.0818559
7446,191 2021-06-30 night,191,2021,2021-06-30,19,191 2021-06-30 19,191 2021-06-30 night.4,4,438349.6723,438350.3661,5519712.859,5519710.628,2.337162519,-1.269393205,-0.95935402,2021-06-30 20:01,2021-06-30 21:00,59.05,day,2.337162519
7447,191 2021-06-30 night,191,2021,2021-06-30,19,191 2021-06-30 19,191 2021-06-30 night.1,1,438446.4254,438446.4762,5519870.761,5519875.208,4.447457417,1.559382245,NA,2021-06-30 0:00,2021-06-30 1:00,59.6,night,4.447457417
7448,191 2021-06-30 night,191,2021,2021-06-30,19,191 2021-06-30 19,191 2021-06-30 night.2,1,438446.4762,438447.1954,5519875.208,5519875.2,0.719255594,-0.01141402,-1.570796265,2021-06-30 1:00,2021-06-30 2:00,60.08333333,night,0.719255594
7449,191 2021-06-30 night,191,2021,2021-06-30,4,191 2021-06-30 4,191 2021-06-30 night.3,4,438187.6996,438349.6723,5519764.751,5519712.859,170.0818559,-0.310039185,NA,2021-06-30 19:01,2021-06-30 20:01,60.48333333,day,170.0818559
7450,191 2021-06-30 night,191,2021,2021-06-30,4,191 2021-06-30 4,191 2021-06-30 night.4,4,438349.6723,438350.3661,5519712.859,5519710.628,2.337162519,-1.269393205,-0.95935402,2021-06-30 20:01,2021-06-30 21:00,59.05,day,2.337162519
7451,191 2021-06-30 night,191,2021,2021-06-30,4,191 2021-06-30 4,191 2021-06-30 night.1,1,438446.4254,438446.4762,5519870.761,5519875.208,4.447457417,1.559382245,NA,2021-06-30 0:00,2021-06-30 1:00,59.6,night,4.447457417
7452,191 2021-06-30 night,191,2021,2021-06-30,4,191 2021-06-30 4,191 2021-06-30 night.2,1,438446.4762,438447.1954,5519875.208,5519875.2,0.719255594,-0.01141402,-1.570796265,2021-06-30 1:00,2021-06-30 2:00,60.08333333,night,0.719255594
7453,191 2021-06-30 night,191,2021,2021-06-30,2,191 2021-06-30 2,191 2021-06-30 night.3,4,438187.6996,438349.6723,5519764.751,5519712.859,170.0818559,-0.310039185,NA,2021-06-30 19:01,2021-06-30 20:01,60.48333333,day,170.0818559
7454,191 2021-06-30 night,191,2021,2021-06-30,2,191 2021-06-30 2,191 2021-06-30 night.4,4,438349.6723,438350.3661,5519712.859,5519710.628,2.337162519,-1.269393205,-0.95935402,2021-06-30 20:01,2021-06-30 21:00,59.05,day,2.337162519
7455,191 2021-06-30 night,191,2021,2021-06-30,2,191 2021-06-30 2,191 2021-06-30 night.1,1,438446.4254,438446.4762,5519870.761,5519875.208,4.447457417,1.559382245,NA,2021-06-30 0:00,2021-06-30 1:00,59.6,night,4.447457417
7456,191 2021-06-30 night,191,2021,2021-06-30,2,191 2021-06-30 2,191 2021-06-30 night.2,1,438446.4762,438447.1954,5519875.208,5519875.2,0.719255594,-0.01141402,-1.570796265,2021-06-30 1:00,2021-06-30 2:00,60.08333333,night,0.719255594
7457,191 2021-06-30 night,191,2021,2021-06-30,21,191 2021-06-30 21,191 2021-06-30 night.3,4,438187.6996,438349.6723,5519764.751,5519712.859,170.0818559,-0.310039185,NA,2021-06-30 19:01,2021-06-30 20:01,60.48333333,day,170.0818559
7458,191 2021-06-30 night,191,2021,2021-06-30,21,191 2021-06-30 21,191 2021-06-30 night.4,4,438349.6723,438350.3661,5519712.859,5519710.628,2.337162519,-1.269393205,-0.95935402,2021-06-30 20:01,2021-06-30 21:00,59.05,day,2.337162519
7459,191 2021-06-30 night,191,2021,2021-06-30,21,191 2021-06-30 21,191 2021-06-30 night.1,1,438446.4254,438446.4762,5519870.761,5519875.208,4.447457417,1.559382245,NA,2021-06-30 0:00,2021-06-30 1:00,59.6,night,4.447457417
7460,191 2021-06-30 night,191,2021,2021-06-30,21,191 2021-06-30 21,191 2021-06-30 night.2,1,438446.4762,438447.1954,5519875.208,5519875.2,0.719255594,-0.01141402,-1.570796265,2021-06-30 1:00,2021-06-30 2:00,60.08333333,night,0.719255594
7461,191 2021-06-30 night,191,2021,2021-06-30,22,191 2021-06-30 22,191 2021-06-30 night.3,4,438187.6996,438349.6723,5519764.751,5519712.859,170.0818559,-0.310039185,NA,2021-06-30 19:01,2021-06-30 20:01,60.48333333,day,170.0818559
7462,191 2021-06-30 night,191,2021,2021-06-30,22,191 2021-06-30 22,191 2021-06-30 night.4,4,438349.6723,438350.3661,5519712.859,5519710.628,2.337162519,-1.269393205,-0.95935402,2021-06-30 20:01,2021-06-30 21:00,59.05,day,2.337162519
7463,191 2021-06-30 night,191,2021,2021-06-30,22,191 2021-06-30 22,191 2021-06-30 night.1,1,438446.4254,438446.4762,5519870.761,5519875.208,4.447457417,1.559382245,NA,2021-06-30 0:00,2021-06-30 1:00,59.6,night,4.447457417
7464,191 2021-06-30 night,191,2021,2021-06-30,22,191 2021-06-30 22,191 2021-06-30 night.2,1,438446.4762,438447.1954,5519875.208,5519875.2,0.719255594,-0.01141402,-1.570796265,2021-06-30 1:00,2021-06-30 2:00,60.08333333,night,0.719255594
7465,191 2021-06-30 night,191,2021,2021-06-30,1,191 2021-06-30 1,191 2021-06-30 night.3,4,438187.6996,438349.6723,5519764.751,5519712.859,170.0818559,-0.310039185,NA,2021-06-30 19:01,2021-06-30 20:01,60.48333333,day,170.0818559
